State,Year,District,Taluka,Pre-Monsoon Level (mbgl),Post-Monsoon Level (mbgl),Annual Recharge (MCM),Extractable Resource (MCM),Total Extraction (MCM),Extraction Stage (%),Groundwater Category,Area / Pocket,Subdivision
Maharashtra,2023,Satara,Koregaon,7.4,3.9,121.6,115.52,88.5,76.61%,Semi-Critical,,
Maharashtra,2023,Satara,Patan,3.6,0.9,158.2,150.29,28.4,18.89%,Safe,,
Maharashtra,2023,Satara,Khatav,9.4,5.4,114.2,108.49,114.6,105.63%,Over-Exploited,,
Maharashtra,2023,Satara,Man,9.9,5.9,105.3,100.04,108.2,108.16%,Over-Exploited,,
Maharashtra,2023,Satara,Khandala,7.1,3.6,81.4,77.33,58.2,75.26%,Semi-Critical,,
Maharashtra,2023,Satara,Jaoli,3.3,0.7,92.4,87.78,14.2,16.18%,Safe,,
Maharashtra,2023,Satara,Mahabaleshwar,2.9,0.5,68.5,65.08,6.8,10.45%,Safe,,
Maharashtra,2023,Sindhudurg,Devgad,4.9,1.85,114.5,108.78,29.5,27.12%,Safe (Saline Risk),,
Maharashtra,2023,Sindhudurg,Dodamarg,3.1,0.9,85.2,80.94,11.5,14.21%,Safe,,
Maharashtra,2023,Sindhudurg,Kankavli,5.2,2.1,134.8,128.06,32.4,25.30%,Safe,,
Maharashtra,2023,Sindhudurg,Kudal,4.6,1.6,148.2,140.79,36.15,25.68%,Safe,,
Maharashtra,2023,Sindhudurg,Malvan,4.8,1.7,112.4,106.78,28.6,26.78%,Safe (Saline Risk),,
Maharashtra,2023,Sindhudurg,Sawantwadi,3.9,1.1,158.6,150.67,26.8,17.79%,Safe,,
Maharashtra,2023,Sindhudurg,Vaibhavwadi,4.1,1.3,78.5,74.58,14.5,19.44%,Safe,,
Maharashtra,2023,Sindhudurg,Vengurla,4.3,1.5,72.8,69.16,21.2,30.65%,Safe (Saline Risk),,
Maharashtra,2023,Solapur,North Solapur,8.5,4.8,94.5,89.78,72.4,80.64%,Semi-Critical,,
Maharashtra,2023,Solapur,South Solapur,8.9,5.1,112.4,106.78,90.5,84.75%,Semi-Critical,,
Maharashtra,2023,Solapur,Akkalkot,9.2,5.5,145.8,138.51,125.6,90.68%,Critical,,
Maharashtra,2023,Solapur,Barshi,7.9,4.2,162.1,154,121.4,78.83%,Semi-Critical,,
Maharashtra,2023,Solapur,Karmala,9,5.2,119.5,113.53,101.5,89.40%,Semi-Critical,,
Maharashtra,2023,Solapur,Madha,8.2,4.9,135.4,128.63,110.2,85.67%,Semi-Critical,,
Maharashtra,2023,Solapur,Malshiras,10.8,6.5,192.6,182.97,202.1,110.45%,Over-Exploited,,
Maharashtra,2023,Solapur,Mangalwedha,9.1,5.3,100.5,95.48,86.8,90.91%,Critical,,
Maharashtra,2023,Solapur,Mohol,7.65,3.9,115.8,110.01,82.4,74.90%,Semi-Critical,,
Maharashtra,2023,Solapur,Pandharpur,9.8,6,151.2,143.64,155.4,108.19%,Over-Exploited,,
Maharashtra,2023,Solapur,Sangola,10.2,6.2,110.4,104.88,114.2,108.89%,Over-Exploited,,
Maharashtra,2023,Thane,Thane,5.2,1.9,48.2,45.79,11.2,24.46%,Safe,,
Maharashtra,2023,Thane,Kalyan,5.9,2.4,72.15,68.54,22.4,32.68%,Safe,,
Maharashtra,2023,Thane,Bhiwandi,6.1,2.65,121.4,115.33,42.15,36.55%,Safe,,
Maharashtra,2023,Thane,Shahapur,4.1,1.1,165.8,157.51,24.6,15.62%,Safe,,
Maharashtra,2023,Thane,Murbad,4.4,1.3,118.5,112.58,21.3,18.92%,Safe,,
Maharashtra,2023,Thane,Ambernath,5.5,2.1,56.4,53.58,14.5,27.06%,Safe,,
Maharashtra,2023,Thane,Ulhasnagar,4.9,1.85,15.1,14.35,4.2,29.27%,Safe,,
Maharashtra,2023,Wardha,Wardha,6.45,2.75,124.55,118.32,70.15,59.29%,Safe,,
Maharashtra,2023,Wardha,Arvi,7.85,4.25,108.42,103,79.52,77.20%,Semi-Critical,,
Maharashtra,2023,Wardha,Ashti,7.05,3.6,70.12,66.61,42.18,63.32%,Safe,,
Maharashtra,2023,Wardha,Deoli,5.9,2.85,116.8,110.96,68.45,61.69%,Safe,,
Maharashtra,2023,Wardha,Hinganghat,6.15,3.05,138.92,131.97,84.6,64.11%,Safe,,
Maharashtra,2023,Wardha,Karanja,7.4,4.05,90.65,86.12,65.1,75.59%,Semi-Critical,,
Maharashtra,2023,Wardha,Samudrapur,5.35,2.15,95.18,90.42,41.25,45.62%,Safe,,
Maharashtra,2023,Wardha,Seloo,6.65,3.2,99.45,94.48,60.12,63.63%,Safe,,
Maharashtra,2023,Washim,Washim,6.65,2.95,111.8,106.21,74.1,69.77%,Safe,,
Maharashtra,2023,Washim,Malegaon,6.15,2.65,94.6,89.87,62,68.99%,Safe,,
Maharashtra,2023,Washim,Risod,6.95,3.35,115.3,109.54,81.8,74.68%,Safe,,
Maharashtra,2023,Washim,Mangrulpir,7.35,3.95,86.4,82.08,65.8,80.17%,Semi-Critical,,
Maharashtra,2023,Washim,Karanja,7.65,4.15,102.5,97.38,79.1,81.23%,Semi-Critical,,
Maharashtra,2023,Washim,Manora,5.95,2.35,82.8,78.66,44.5,56.57%,Safe,,
Maharashtra,2023,Yavatmal,Arni,6.3,3.1,111.4,105.83,74.2,70.11%,Semi-Critical,,
Maharashtra,2023,Yavatmal,Babhulgaon,5.9,2.6,87.5,83.12,51.4,61.84%,Safe,,
Maharashtra,2023,Yavatmal,Darwha,7.1,3.9,117.4,111.53,86.4,77.47%,Semi-Critical,,
Maharashtra,2023,Yavatmal,Digras,7.3,4,81.3,77.24,64.5,83.51%,Semi-Critical,,
Maharashtra,2023,Yavatmal,Ghatanji,5.65,2.3,93.8,89.11,42.1,47.24%,Safe,,
Maharashtra,2023,Yavatmal,Kalamb,6.1,2.9,84.5,80.28,52.6,65.52%,Safe,,
Maharashtra,2023,Yavatmal,Kelapur,5.3,2.1,101.4,96.33,48.5,50.35%,Safe,,
Maharashtra,2023,Yavatmal,Mahagaon,6.9,3.6,113.2,107.54,82.4,76.62%,Semi-Critical,,
Maharashtra,2023,Yavatmal,Maregaon,5.1,1.95,73.6,69.92,32.4,46.34%,Safe,,
Maharashtra,2023,Yavatmal,Ner,7.2,3.7,91.5,86.92,68.2,78.46%,Semi-Critical,,
Maharashtra,2023,Yavatmal,Pusad,7.9,4.4,147.2,139.84,118.5,84.74%,Semi-Critical,,
Maharashtra,2023,Yavatmal,Ralegaon,5.5,2.2,95.8,91.01,44.6,49.01%,Safe,,
Maharashtra,2023,Yavatmal,Umarkhed,7.65,4.1,132.4,125.78,104.2,82.84%,Semi-Critical,,
Maharashtra,2023,Yavatmal,Wani,6.1,2.8,121.3,115.24,78.4,68.03%,Safe,,
Maharashtra,2023,Yavatmal,Yavatmal,6.6,3.3,126.8,120.46,88.6,73.55%,Semi-Critical,,
Maharashtra,2023,Yavatmal,Zari Jamani,4.9,1.7,67.2,63.84,22.1,34.62%,Safe,,
State,Year,District,Taluka,Pre-Monsoon Level (mbgl),Post-Monsoon Level (mbgl),Annual Recharge (MCM),Extractable Resource (MCM),Total Extraction (MCM),Extraction Stage (%),Groundwater Category,Area / Pocket,Subdivision
Maharashtra,2024,Ahmednagar,Akole,4.8,2.5,135.5,128.7,62.4,48.48%,Safe,,
Maharashtra,2024,Ahmednagar,Jamkhed,8.5,5.2,88.2,83.8,68.3,81.50%,Semi-Critical,,
Maharashtra,2024,Ahmednagar,Karjat,8.9,5.6,115.4,109.6,94.8,86.50%,Semi-Critical,,
Maharashtra,2024,Ahmednagar,Kopargaon,9.2,5.8,104.6,99.4,108.2,108.85%,Over-Exploited,,
Maharashtra,2024,Ahmednagar,Nagar,7.95,4.6,154.3,146.6,109.1,74.42%,Semi-Critical,,
Maharashtra,2024,Ahmednagar,Nevasa,6.1,3.1,168.1,159.7,98.4,61.62%,Safe,,
Maharashtra,2024,Ahmednagar,Parner,8.1,4.5,142.8,135.6,118.4,87.32%,Semi-Critical,,
Maharashtra,2024,Ahmednagar,Pathardi,8.25,4.8,102.5,97.4,82.1,84.29%,Semi-Critical,,
Maharashtra,2024,Ahmednagar,Rahata,9.4,5.95,92.1,87.5,96.4,110.17%,Over-Exploited,,
Maharashtra,2024,Ahmednagar,Rahuri,6.45,3.2,128.6,122.2,79.5,65.06%,Safe,,
Maharashtra,2024,Ahmednagar,Sangamner,9.6,6.1,158.4,150.5,155.8,103.52%,Over-Exploited,,
Maharashtra,2024,Ahmednagar,Shevgaon,6.2,3.15,110.8,105.3,68.2,64.77%,Safe,,
Maharashtra,2024,Ahmednagar,Shrigonda,8,4.4,148.9,141.5,125.6,88.76%,Semi-Critical,,
Maharashtra,2024,Ahmednagar,Shrirampur,6,2.9,98.7,93.8,62.1,66.20%,Safe,,
Maharashtra,2024,Akola,Akola,6.5,3.5,112.4,106.8,78.5,73.50%,Semi-Critical,,
Maharashtra,2024,Akola,Akot,8,4.2,145.8,138.5,112.3,81.08%,Semi-Critical,,
Maharashtra,2024,Akola,Telhara,7.5,4,98.6,93.7,82.4,87.94%,Semi-Critical,,
Maharashtra,2024,Akola,Balapur,5.8,3,85.3,81,52.6,64.94%,Safe,,
Maharashtra,2024,Akola,Barshitakli,5.2,2.8,118.9,113,66.8,59.12%,Safe,,
Maharashtra,2024,Akola,Murtizapur,6,3.2,124.5,118.3,72.1,60.95%,Safe,,
Maharashtra,2024,Amravati,Achalpur,6.8,3.5,148.5,141.1,108.4,76.82%,Semi-Critical,,
Maharashtra,2024,Amravati,Amravati,7.5,4,124.6,118.4,92.5,78.13%,Semi-Critical,,
Maharashtra,2024,Amravati,Anjangaon Surji,8.2,4.8,112.4,106.8,102.3,95.79%,Critical,,
Maharashtra,2024,Amravati,Bhatkuli,5.5,2.8,94.2,89.5,54.2,60.56%,Safe,,
Maharashtra,2024,Amravati,Chandur Bazar,7,3.8,136.8,130,105.4,81.08%,Semi-Critical,,
Maharashtra,2024,Amravati,Chandur Railway,6.2,3.2,98.5,93.6,62.1,66.35%,Safe,,
Maharashtra,2024,Amravati,Chikhaldara,4,1.5,82.4,78.3,28.5,36.40%,Safe,,
Maharashtra,2024,Amravati,Daryapur,5.8,3,105.3,100,61.2,61.20%,Safe,,
Maharashtra,2024,Amravati,Dhamangaon Rly,6.5,3.4,110.6,105.1,74.8,71.17%,Safe,,
Maharashtra,2024,Amravati,Dharni,4.5,1.8,92.8,88.2,32.4,36.73%,Safe,,
Maharashtra,2024,Amravati,Morshi,9.5,5.5,152.4,144.8,158.6,109.53%,Over-Exploited,,
Maharashtra,2024,Amravati,Nandgaon Kh.,6,3.2,115.7,109.9,72.5,65.97%,Safe,,
Maharashtra,2024,Amravati,Tiosa,5.9,3.1,88.5,84.1,51.3,61.00%,Safe,,
Maharashtra,2024,Amravati,Warud,10.2,6.2,162.1,154,176.4,114.55%,Over-Exploited,,
Maharashtra,2024,Beed,Ambajogai,7.5,4.2,114.5,108.8,85.6,78.68%,Semi-Critical,,
Maharashtra,2024,Beed,Ashti,8.2,4.9,122.4,116.3,104.5,89.85%,Semi-Critical,,
Maharashtra,2024,Beed,Beed,7.8,4.5,142.6,135.5,102.3,75.50%,Semi-Critical,,
Maharashtra,2024,Beed,Dharur,6.8,3.5,68.3,64.9,48.2,74.27%,Semi-Critical,,
Maharashtra,2024,Beed,Georai,6.2,3.1,158.2,150.3,112.4,74.78%,Semi-Critical,,
Maharashtra,2024,Beed,Kaij,7,3.9,118.6,112.7,91.5,81.19%,Semi-Critical,,
Maharashtra,2024,Beed,Majalgaon,5.5,2.8,134.8,128.1,82.4,64.32%,Safe,,
Maharashtra,2024,Beed,Parli,7.2,4,96.5,91.7,72.1,78.63%,Semi-Critical,,
Maharashtra,2024,Beed,Patoda,8.5,5.2,84.1,79.9,74.5,93.24%,Critical,,
Maharashtra,2024,Beed,Shirur Kasar,8,4.8,72.4,68.8,58.2,84.59%,Semi-Critical,,
Maharashtra,2024,Beed,Wadwani,6,3.2,52.8,50.2,32.6,64.94%,Safe,,
Maharashtra,2024,Bhandara,Bhandara,5.2,2,118.4,112.5,54.2,48.18%,Safe,,
Maharashtra,2024,Bhandara,Tumsar,5.5,2.2,134.6,127.9,68.4,53.48%,Safe,,
Maharashtra,2024,Bhandara,Pauni,4.8,1.8,112.1,106.5,45.3,42.54%,Safe,,
Maharashtra,2024,Bhandara,Mohadi,5.8,2.4,96.5,91.7,52.1,56.82%,Safe,,
Maharashtra,2024,Bhandara,Sakoli,4.5,1.5,105.8,100.5,38.6,38.41%,Safe,,
Maharashtra,2024,Bhandara,Lakhani,5,2.1,88.2,83.8,41.2,49.16%,Safe,,
Maharashtra,2024,Bhandara,Lakhandur,4.2,1.4,122.3,116.2,44.8,38.55%,Safe,,
Maharashtra,2024,Buldhana,Buldhana,6.8,3.5,114.2,108.5,74.2,68.39%,Safe,,
Maharashtra,2024,Buldhana,Chikhali,7.5,4.2,145.6,138.3,114.5,82.79%,Semi-Critical,,
Maharashtra,2024,Buldhana,Deulgaon Raja,7,3.8,88.4,84,68.2,81.19%,Semi-Critical,,
Maharashtra,2024,Buldhana,Jalgaon Jamod,8.2,4.5,102.5,97.4,84.6,86.86%,Semi-Critical,,
Maharashtra,2024,Buldhana,Khamgaon,7.2,4,138.1,131.2,105.4,80.34%,Semi-Critical,,
Maharashtra,2024,Buldhana,Lonar,6.5,3.4,92.3,87.7,61.3,69.90%,Safe,,
Maharashtra,2024,Buldhana,Malkapur,6,3.2,82.7,78.6,52.1,66.28%,Safe,,
Maharashtra,2024,Buldhana,Mehkar,6.2,3,154.2,146.5,98.4,67.17%,Safe,,
Maharashtra,2024,Buldhana,Motala,6.9,3.6,96.4,91.6,64.8,70.74%,Safe,,
Maharashtra,2024,Buldhana,Nandura,7,3.7,89.5,85,62.4,73.41%,Semi-Critical,,
Maharashtra,2024,Buldhana,Sangrampur,8,4.4,78.9,75,66.2,88.27%,Semi-Critical,,
Maharashtra,2024,Buldhana,Shegaon,5.8,2.8,74.3,70.6,45.2,64.02%,Safe,,
Maharashtra,2024,Buldhana,Sindkhed Raja,7.4,4.1,112.8,107.2,89.5,83.49%,Semi-Critical,,
Maharashtra,2024,Chandrapur,Chandrapur,6.2,2.8,128.4,122,68.5,56.15%,Safe,,
Maharashtra,2024,Chandrapur,Ballarpur,6,2.5,45.6,43.3,22.4,51.73%,Safe,,
Maharashtra,2024,Chandrapur,Warora,6.8,3.2,142.3,135.2,92.6,68.49%,Safe,,
Maharashtra,2024,Chandrapur,Bhadravati,6.5,3,118.5,112.6,65.4,58.08%,Safe,,
Maharashtra,2024,Chandrapur,Chimur,5.2,2,165.2,156.9,72.1,45.95%,Safe,,
Maharashtra,2024,Chandrapur,Nagbhid,4.8,1.8,115.4,109.6,42.3,38.59%,Safe,,
Maharashtra,2024,Chandrapur,Bramhapuri,4.5,1.5,132.8,126.2,48.5,38.43%,Safe,,
Maharashtra,2024,Chandrapur,Sindewahi,5,2.1,98.6,93.7,38.2,40.77%,Safe,,
Maharashtra,2024,Chandrapur,Mul,5.1,1.9,102.4,97.3,41.6,42.75%,Safe,,
Maharashtra,2024,Chandrapur,Saoli,4.6,1.6,94.7,90,34.8,38.67%,Safe,,
Maharashtra,2024,Chandrapur,Gondpimpri,5.8,2.4,88.3,83.9,42.1,50.18%,Safe,,
Maharashtra,2024,Chandrapur,Rajura,7,3.5,112.1,106.5,68.4,64.23%,Safe,,
Maharashtra,2024,Chandrapur,Korpana,7.5,3.8,96.5,91.7,66.2,72.19%,Semi-Critical,,
Maharashtra,2024,Chandrapur,Pomburna,5.3,2.2,62.4,59.3,24.5,41.32%,Safe,,
Maharashtra,2024,Chandrapur,Jivati,7.8,4.2,58.9,56,26.8,47.86%,Safe,,
Maharashtra,2024,Chh. Sambhajinagar,Chh. Sambhajinagar,7.5 - 14.0,3.8 - 7.0,142.8,135.66,101.2,74.60%,Semi-Critical,,
Maharashtra,2024,Chh. Sambhajinagar,Kannad,8.0 - 14.8,4.2 - 7.8,135.4,128.63,106.5,82.79%,Semi-Critical,,
Maharashtra,2024,Chh. Sambhajinagar,Soygaon,6.2 - 11.5,3.0 - 5.6,72.8,69.16,40.8,59.00%,Safe,,
Maharashtra,2024,Chh. Sambhajinagar,Sillod,8.5 - 16.0,4.8 - 8.5,151.2,143.64,126.5,88.07%,Semi-Critical,,
Maharashtra,2024,Chh. Sambhajinagar,Phulambri,7.8 - 14.2,4.0 - 7.4,86.5,82.18,66.8,81.29%,Semi-Critical,,
Maharashtra,2024,Chh. Sambhajinagar,Khultabad,7.0 - 12.8,3.4 - 6.2,60.8,57.76,43.2,74.79%,Semi-Critical,,
Maharashtra,2024,Chh. Sambhajinagar,Vaijapur,9.8 - 21.8,5.8 - 11.5,126.3,119.99,132.8,110.68%,Over-Exploited,,
Maharashtra,2024,Chh. Sambhajinagar,Gangapur,9.2 - 19.8,5.5 - 10.8,132.5,125.88,119.4,94.85%,Critical,,
Maharashtra,2024,Chh. Sambhajinagar,Paithan,6.8 - 12.4,3.2 - 6.0,159.6,151.62,100.5,66.28%,Safe,,
Maharashtra,2024,Dharashiv,Dharashiv,8.2,4.6,134.5,127.78,108.4,84.83%,Semi-Critical,,
Maharashtra,2024,Dharashiv,Tuljapur,8.6,4.95,118.2,112.29,96.5,85.94%,Semi-Critical,,
Maharashtra,2024,Dharashiv,Umarga,7.8,4.1,110.4,104.88,88.4,84.29%,Semi-Critical,,
Maharashtra,2024,Dharashiv,Kalamb,8.1,4.3,125.1,118.85,94.6,79.60%,Semi-Critical,,
Maharashtra,2024,Dharashiv,Paranda,9.4,5.4,85.3,81.04,76.8,94.77%,Critical,,
Maharashtra,2024,Dharashiv,Bhum,7.1,3.6,76.5,72.68,52.1,71.68%,Semi-Critical,,
Maharashtra,2024,Dharashiv,Lohara,7.35,3.8,65.4,62.13,45.4,73.07%,Semi-Critical,,
Maharashtra,2024,Dharashiv,Washi,7.9,4.25,60.8,57.76,48.2,83.45%,Semi-Critical,,
Maharashtra,2024,Dhule,Dhule,7.2,3.8,148.6,141.2,108.4,76.77%,Semi-Critical,,
Maharashtra,2024,Dhule,Sakri,6.5,3.2,185.4,176.1,122.5,69.56%,Safe,,
Maharashtra,2024,Dhule,Shirpur,9.8,5.8,156.2,148.4,162.8,109.70%,Over-Exploited,,
Maharashtra,2024,Dhule,Shindkheda,8.5,4.8,124.5,118.3,105.6,89.26%,Semi-Critical,,
Maharashtra,2024,Gadchiroli,Gadchiroli,4.8,1.8,115.4,109.6,32.4,29.56%,Safe,,
Maharashtra,2024,Gadchiroli,Dhanora,4.2,1.5,148.6,141.2,22.1,15.65%,Safe,,
Maharashtra,2024,Gadchiroli,Chamorshi,4.5,1.6,185.2,175.9,58.4,33.20%,Safe,,
Maharashtra,2024,Gadchiroli,Mulchera,4,1.4,78.5,74.6,18.5,24.80%,Safe,,
Maharashtra,2024,Gadchiroli,Aheri,5,2,162.8,154.7,31.2,20.17%,Safe,,
Maharashtra,2024,Gadchiroli,Sironcha,4.8,1.9,128.4,122,28.6,23.44%,Safe,,
Maharashtra,2024,Gadchiroli,Etapalli,3.8,1.2,155.3,147.5,16.4,11.12%,Safe,,
Maharashtra,2024,Gadchiroli,Bhamragad,3.5,1,98.7,93.8,8.2,8.74%,Safe,,
Maharashtra,2024,Gadchiroli,Desaiganj,5.2,2.2,68.4,65,26.5,40.77%,Safe,,
Maharashtra,2024,Gadchiroli,Armori,4.9,2,94.6,89.9,31.4,34.93%,Safe,,
Maharashtra,2024,Gadchiroli,Kurkheda,4.4,1.7,108.2,102.8,21.6,21.01%,Safe,,
Maharashtra,2024,Gadchiroli,Korchi,4.1,1.4,82.5,78.4,11.2,14.29%,Safe,,
Maharashtra,2024,Gondia,Amgaon,5.1,2.05,92.4,87.8,41.2,46.92%,Safe,,
Maharashtra,2024,Gondia,Arjuni Morgaon,4.6,1.7,124.6,118.4,45.6,38.51%,Safe,,
Maharashtra,2024,Gondia,Deori,4.1,1.45,102.5,97.4,24.8,25.46%,Safe,,
Maharashtra,2024,Gondia,Gondia,5.35,2.2,148.2,140.8,72.5,51.49%,Safe,,
Maharashtra,2024,Gondia,Goregaon,4.85,1.95,88.6,84.2,36.4,43.23%,Safe,,
Maharashtra,2024,Gondia,Sadak Arjuni,4.5,1.65,96.3,91.5,32.1,35.08%,Safe,,
Maharashtra,2024,Gondia,Salekasa,3.95,1.3,78.4,74.5,18.2,24.43%,Safe,,
Maharashtra,2024,Gondia,Tirora,5.2,2.1,115.8,110,58.4,53.09%,Safe,,
Maharashtra,2024,Hingoli,Hingoli,6.8,3.5,114.5,108.8,82.4,75.74%,Semi-Critical,,
Maharashtra,2024,Hingoli,Basmath,7.5,4,138.2,131.3,106.5,81.11%,Semi-Critical,,
Maharashtra,2024,Hingoli,Kalamnuri,5.8,2.8,105.4,100.1,62.1,62.04%,Safe,,
Maharashtra,2024,Hingoli,Sengaon,6.2,3,98.6,93.7,64.2,68.52%,Safe,,
Maharashtra,2024,Hingoli,Aundha Nagnath,6,2.9,89.3,84.8,54.8,64.62%,Safe,,
Maharashtra,2024,Jalgaon,Amalner,7.5,3.8,118.5,112.6,88.4,78.51%,Semi-Critical,,
Maharashtra,2024,Jalgaon,Bhadgaon,6.8,3.4,84.6,80.4,54.2,67.41%,Safe,,
Maharashtra,2024,Jalgaon,Bhusawal,6,3,62.4,59.3,41.5,69.98%,Safe,,
Maharashtra,2024,Jalgaon,Bodwad,6.5,3.2,74.2,70.5,48.6,68.94%,Safe,,
Maharashtra,2024,Jalgaon,Chalisgaon,8.5,4.8,158.4,150.5,134.8,89.57%,Semi-Critical,,
Maharashtra,2024,Jalgaon,Chopda,7.8,4.2,142.6,135.5,122.4,90.33%,Critical,,
Maharashtra,2024,Jalgaon,Dharangaon,7,3.6,88.2,83.8,66.1,78.88%,Semi-Critical,,
Maharashtra,2024,Jalgaon,Erandol,6.9,3.5,92.5,87.9,68.2,77.59%,Semi-Critical,,
Maharashtra,2024,Jalgaon,Jalgaon,7.2,3.7,134.8,128.1,98.6,76.97%,Semi-Critical,,
Maharashtra,2024,Jalgaon,Jamner,8,4.5,162.1,154,132.5,86.04%,Semi-Critical,,
Maharashtra,2024,Jalgaon,Muktainagar,6.2,3.1,81.3,77.2,51.4,66.58%,Safe,,
Maharashtra,2024,Jalgaon,Pachora,7.1,3.5,110.4,104.9,78.2,74.55%,Semi-Critical,,
Maharashtra,2024,Jalgaon,Parola,7.6,4,98.7,93.8,76.4,81.45%,Semi-Critical,,
Maharashtra,2024,Jalgaon,Raver,12.5,7.2,168.5,160.1,184.2,115.05%,Over-Exploited,,
Maharashtra,2024,Jalgaon,Yawal,11.2,6.5,145.2,137.9,152.6,110.66%,Over-Exploited,,
Maharashtra,2024,Jalna,Jalna,7.9,4.2,134.5,127.8,102.4,80.13%,Semi-Critical,,
Maharashtra,2024,Jalna,Badnapur,7.6,3.9,96.4,91.6,74.5,81.33%,Semi-Critical,,
Maharashtra,2024,Jalna,Ambad,8.3,4.8,142.8,135.7,121.2,89.31%,Semi-Critical,,
Maharashtra,2024,Jalna,Ghansawangi,6.7,3.4,128.6,122.2,82.4,67.43%,Safe,,
Maharashtra,2024,Jalna,Bhokardan,8.6,5.3,152.1,144.5,136.8,94.67%,Critical,,
Maharashtra,2024,Jalna,Jafrabad,8,4.6,89.2,84.7,72.1,85.12%,Semi-Critical,,
Maharashtra,2024,Jalna,Partur,6.45,3.1,105.4,100.1,66.8,66.73%,Safe,,
Maharashtra,2024,Jalna,Mantha,7.15,3.7,98.7,93.8,74.2,79.10%,Semi-Critical,,
Maharashtra,2024,Kolhapur,Karveer,5.4,2.1,148.5,141.1,92.4,65.49%,Safe,,
Maharashtra,2024,Kolhapur,Ajra,3.45,1.15,92.4,87.8,22.5,25.63%,Safe,,
Maharashtra,2024,Kolhapur,Bhudargad,3.9,1.4,112.6,107,34.2,31.96%,Safe,,
Maharashtra,2024,Kolhapur,Chandgad,3.1,0.95,135.8,129,28.4,22.02%,Safe,,
Maharashtra,2024,Kolhapur,Gaganbawada,2.7,0.5,64.2,61,8.5,13.93%,Safe,,
Maharashtra,2024,Kolhapur,Gadhinglaj,5.1,1.9,118.4,112.5,68.2,60.62%,Safe,,
Maharashtra,2024,Kolhapur,Hatkanangale,7.1,3.65,122.5,116.4,98.5,84.62%,Semi-Critical,,
Maharashtra,2024,Kolhapur,Kagal,5.65,2.3,105.3,100,64.1,64.10%,Safe,,
Maharashtra,2024,Kolhapur,Panhala,4.6,1.65,98.7,93.8,45.2,48.19%,Safe,,
Maharashtra,2024,Kolhapur,Radhanagari,3.6,1.1,128.6,122.2,26.8,21.93%,Safe,,
Maharashtra,2024,Kolhapur,Shahuwadi,4.1,1.3,110.4,104.9,24.1,22.97%,Safe,,
Maharashtra,2024,Kolhapur,Shirol,6.7,3.4,115.2,109.4,96.2,87.93%,Semi-Critical,,
Maharashtra,2024,Latur,Latur,8.2,4.6,118.4,112.5,98.6,87.64%,Semi-Critical,,
Maharashtra,2024,Latur,Ahmadpur,7.45,3.9,102.5,97.4,81.2,83.37%,Semi-Critical,,
Maharashtra,2024,Latur,Ausa,7.9,4.25,134.6,127.9,112.4,87.88%,Semi-Critical,,
Maharashtra,2024,Latur,Udgir,7.6,4.1,128.5,122.1,104.5,85.59%,Semi-Critical,,
Maharashtra,2024,Latur,Chakur,6.85,3.5,88.2,83.8,66.4,79.24%,Semi-Critical,,
Maharashtra,2024,Latur,Jalkot,6.2,3.1,62.4,59.3,41.2,69.48%,Safe,,
Maharashtra,2024,Latur,Nilanga,8.5,4.95,145.8,138.5,132.6,95.74%,Critical,,
Maharashtra,2024,Latur,Deoni,6.7,3.4,68.5,65.1,51.4,78.96%,Semi-Critical,,
Maharashtra,2024,Latur,Shirur Anantpal,6.55,3.25,58.7,55.8,42.1,75.45%,Semi-Critical,,
Maharashtra,2024,Latur,Renapur,7.1,3.75,82.4,78.3,64.8,82.76%,Semi-Critical,,
Maharashtra,2024,Mumbai City,Mumbai Colaba,3.4,1.45,4.2,3.99,0.9,22.55%,Safe (Saline Risk),,
Maharashtra,2024,Mumbai City,Mumbai Fort,3.1,1.1,3.1,2.94,0.75,25.51%,Safe (Saline Risk),,
Maharashtra,2024,Mumbai City,Mumbai Malabar Hill,4.4,1.7,4.8,4.56,1.05,23.02%,Safe,,
Maharashtra,2024,Mumbai City,Mumbai Byculla,2.95,0.95,6.5,6.17,1.95,31.60%,Safe,,
Maharashtra,2024,Mumbai City,Mumbai Dadar,2.7,0.75,7.4,7.03,2.45,34.85%,Safe,,
Maharashtra,2024,Mumbai City,Dharavi,3.15,1.15,5.8,5.51,2.15,39.02%,Safe,,
Maharashtra,2024,Mumbai Suburban,Andheri,4.3,1.6,19.5,18.52,8.2,44.28%,Safe,,
Maharashtra,2024,Mumbai Suburban,Borivali,4.1,1.3,23.4,22.23,8.6,38.69%,Safe,,
Maharashtra,2024,Mumbai Suburban,Kurla,4.65,1.95,25.8,24.51,11.8,48.14%,Safe,,
Maharashtra,2024,Nagpur,Nagpur City,5.8,2.5,32.4,30.78,14.2,46.13%,Safe,,
Maharashtra,2024,Nagpur,Nagpur Rural,6.2,2.95,88.5,84.08,58.4,69.46%,Safe,,
Maharashtra,2024,Nagpur,Kamptee,5.5,2.2,74.2,70.49,45.6,64.69%,Safe,,
Maharashtra,2024,Nagpur,Hingna,6.1,2.8,92.6,87.97,64.2,72.98%,Semi-Critical,,
Maharashtra,2024,Nagpur,Katol,10.2,6.1,142.8,135.66,154.5,113.89%,Over-Exploited,,
Maharashtra,2024,Nagpur,Narkhed,9.5,5.6,135.4,128.63,141.2,109.77%,Over-Exploited,,
